,strategy,popsize,ep_eta,ip_eta,ep_delta,ip_delta,sp_ge,sp_gi,desired_frequency,fitness,iterations,execution_time
86,randtobest1bin,20,4.6935752088881175,1.8343003080497835,0.8072716894319432,0.671234936866485,10.985804661466275,8.140438225704926,10,0.0,15,27.65865802764893
87,randtobest1bin,20,7.95520230392494,4.6377978531427075,0.4404437433929501,0.6480183137865704,12.89564954916625,13.897054572914236,10,0.0,15,31.112794876098633
88,randtobest1exp,20,8.252829484373718,5.45341277962568,0.5911869374999144,0.7949075621007531,13.682053910967442,9.82506700918256,10,0.0,15,31.161654949188232
89,randtobest1exp,20,9.43515742446906,6.900660313200994,0.4363137100832363,0.60580138090596,13.672247300810902,17.063315269248438,10,0.0,15,31.293498039245605
90,randtobest1exp,20,18.645432125187178,17.197388069994467,0.7166282398237478,0.9683285369230245,15.855504262616856,5.118410381767426,10,0.0,15,30.659942150115967
91,randtobest1exp,20,16.262296526027505,9.099409584268804,0.6625093630889287,0.8215328362891945,8.101619947962332,4.346140079340559,10,0.0,15,31.130125999450684
92,randtobest1exp,20,13.130429149141008,10.39018836898842,0.3041567863446327,0.7946732181143985,13.034054477228338,16.7590134080053,10,0.0,15,31.18855571746826
93,randtobest1exp,20,7.339303279648714,2.877806822829079,0.2977930320908595,0.6941509224613238,16.260459667222293,13.719617600266758,10,0.0,15,30.41885209083557
94,randtobest1exp,20,11.55245815724138,8.114843663812124,0.3249052094991227,0.8792790115076321,11.806436647644109,23.585446236101525,10,0.0,15,30.19202494621277
95,randtobest1exp,20,4.8948658526112,2.161812564881785,0.7458056912721495,0.8119639625227181,16.881034269110305,10.094097400802656,10,0.0,15,29.97642612457275
96,randtobest1exp,20,17.317972966288583,5.521122152337931,0.9362979877516064,0.8591513819731156,3.0718638284707263,1.8522271575561788,10,0.0,15,30.92271614074707
97,randtobest1exp,20,12.780476108182198,9.317839207486088,0.0466766829826889,0.5711915394920623,5.665976587941071,24.574964528814043,10,0.0,15,30.75121521949768
98,randtobest1exp,20,8.371922141928954,5.07383682773056,0.7223176992879667,0.7891203381073635,12.550363896143075,9.482284224093242,10,0.0,15,30.61631488800049
99,randtobest1exp,20,13.508757241743233,8.9699505277177,0.2964020759072582,0.7481371839533162,7.689162899872384,6.086029501884241,10,0.0,15,31.176263093948364
100,randtobest1exp,20,9.272918739148045,5.8865629242296365,0.3089641952269454,0.8956350788696363,10.698634629539288,12.735380839751802,10,0.0,15,30.646153926849365
101,best1bin,20,11.262341482183572,10.816881543991263,0.014051290758233,0.4453250475554814,5.309291928151195,12.38947450188764,20,0.0,15,30.511346101760864
102,best1bin,20,16.862556634205237,5.319424478850863,0.3089254949682017,0.8687201624800093,2.2994902460838667,23.53398695728008,20,0.0,15,138.19904112815857
103,best1bin,20,16.79545164080932,9.679351650457235,0.1030057877356622,0.5256827380438104,2.2152121518589833,15.710345061902885,20,0.0,15,32.71325182914734
104,best1bin,20,18.15610053129524,6.380163611664173,0.6499632077276114,0.582121463124428,8.263078758615213,16.217226738031265,20,0.0,15,26.834105730056763
105,best1exp,20,15.275836122552226,7.171331586185985,0.2488066941411751,0.5547618604349156,4.261651392911766,19.556281738726145,20,0.0,15,26.53466296195984
106,best1exp,20,13.266088068688283,1.04028588477874,0.7405718274009527,0.950247639449208,5.4052241551894555,28.011951657936223,20,0.0,15,25.576048851013184
107,best1exp,20,6.781088577489763,6.144459827388786,0.1280059764955805,0.6122853473455383,5.968978941469888,7.831234864025583,20,0.0,15,27.09060311317444
108,best1exp,20,16.5344249983436,7.006079239749155,0.4191301175441319,0.7880104382220976,6.106503327991161,25.22628612283837,20,0.0,15,27.327064037323
109,best1exp,20,17.228055581359534,4.1215146163495575,0.581956970763057,0.7878950199139715,11.814839178042178,22.47824325838427,20,0.0,15,25.791584968566895
110,best1exp,20,12.947852639958754,6.660055446847707,0.0436924137752784,0.8302966922332494,1.747579433226063,26.351813120128867,20,0.0,15,26.43714499473572
111,best1exp,20,18.458839018425447,1.172055435390135,0.5273593335139395,0.5741625540277291,9.389730811754534,29.093916281353128,20,0.0,15,25.736369132995605
112,randtobest1bin,20,17.960558603659777,1.55019692475571,0.1936849956220755,0.8245960514986381,3.875000667899556,8.617223962883623,20,0.0,15,26.028990983963013
113,randtobest1bin,20,12.20171532184794,3.3913406256559497,0.3628112246113609,0.3661437779454177,5.270130078694676,12.136387401567893,20,0.0,15,25.805279970169067
114,randtobest1bin,20,15.093710212435507,4.078151242923575,0.8006463086680797,0.6395688476325629,4.6287799974850214,10.491934095515948,20,0.0,15,30.781533241271973
115,randtobest1bin,20,16.709379432367893,6.544802624073128,0.491237699886923,0.984062763728864,7.056275173985133,13.821846405119,20,0.0,15,29.74826407432556
116,randtobest1bin,20,18.64823555689007,6.599898921155379,0.6060953120996297,0.6385521201640604,11.992287313352165,26.165213604652628,20,0.0,15,31.215020656585693
117,randtobest1bin,20,15.700505641236962,4.6594862785530395,0.5876568612633483,0.7792236451456013,6.512328000582697,12.74027090919014,20,0.0,15,31.430179834365845
118,randtobest1bin,20,18.31888299043991,8.964888386872502,0.3712698125619225,0.767891325044026,6.151830793618026,28.266994683694723,20,0.0,15,31.19076180458069
119,randtobest1bin,20,15.18771284415578,3.961997768491379,0.7235196068007447,0.9593910150486644,5.565229261553642,13.996469910208797,20,0.0,15,30.975306034088135
120,randtobest1exp,20,15.31466359358264,7.037367649440924,0.354841604625226,0.4803707838389773,6.396401120247977,22.357940952527205,20,0.0,15,30.858915090560913
121,randtobest1exp,20,17.011009008792733,2.285915127763559,0.5225355639683161,0.6406146154600949,14.622138933570223,23.91136874685738,20,0.0,15,30.313069820404053
122,randtobest1exp,20,17.117199275139285,8.014928511065463,0.4606267665100796,0.7048728775360263,3.5389421107148396,22.340804204339975,20,0.0,15,30.715434074401855
123,randtobest1exp,20,17.80523426789251,7.477419968489805,0.4821807910626451,0.8875654526230241,3.839032975558527,24.383454417066776,20,0.0,15,31.26044535636902
124,randtobest1exp,20,14.68009491878179,2.8985473116259257,0.0701113162404666,0.7068087477379201,4.778746856321811,21.197986138742426,20,0.0,15,30.483419179916385
125,randtobest1exp,20,16.340843444359884,7.947461240642483,0.3209246272340888,0.8144241171523788,5.779611468216526,13.650555167140142,20,0.0,15,30.300746202468872
126,randtobest1exp,20,13.73893157418028,5.881720876633388,0.2448666647477975,0.4011503260203728,2.8161309867359448,17.21497922598318,20,0.0,15,29.74392294883728
127,randtobest1exp,20,17.239608577837384,9.302368018569126,0.1625920205656389,0.7792916014829517,5.295176039415412,15.513213868536525,20,0.0,15,29.686858892440796
128,randtobest1exp,20,15.369801134000491,7.349101887271878,0.2257913415679321,0.4207130047276939,6.273603853880035,18.00436046256494,20,0.0,15,29.82098412513733
129,best1bin,20,2.4660713973120068,2.6525895688905834,0.7793467230762481,0.2234627243504081,9.442413389329523,25.634046040700493,60,0.0,15,29.76093697547913
130,best1bin,20,6.923350494788528,9.92494903104172,0.4470792009114749,0.0743269746417083,1.8535664536713643,13.36758784440326,60,0.0,15,30.20106196403503
131,best1bin,20,6.505070415799105,11.969805700949458,0.4648473977322149,0.0658292577603081,7.2657661021496684,27.06110914055364,60,0.0,15,31.375919818878177
132,best1bin,20,1.3811426884940907,8.605436667623671,0.2950630019256329,0.1657096804151929,3.866237584076483,13.345646459893434,60,0.0,15,30.283159971237183
133,best1bin,20,14.129503135100975,11.684811838943643,0.3256646582347269,0.0740621228066585,5.620464741813213,26.124438363826595,60,0.0,15,30.24179005622864
134,best1bin,20,0.9295839548963584,10.497543741580714,0.5972166705302964,0.1348365177629832,3.89185473839873,21.69199294816673,60,0.0,15,29.775020837783813
135,best1bin,20,17.329953139238,7.927591875115084,0.9874540922097076,0.2100792480528977,2.044135933892317,26.937831377170493,60,0.0,15,29.77464771270752
136,best1bin,20,8.862268199810229,10.351266744706088,0.7029937580088326,0.0429394682370438,5.05720489888724,25.04021311467945,60,0.0,15,29.780345916748047
137,best1bin,20,5.8353641076919995,7.384158072075273,0.2997147432952726,0.2010586058629824,6.012448356676604,15.570286838582966,60,0.0,15,29.800613164901733
138,best1bin,20,4.273975374470373,10.99194819126759,0.2800467925167653,0.082801027180517,15.123913593451563,27.211597820802982,60,0.0,15,29.69289803504944
139,best1bin,20,14.023598757018792,16.421669094360347,0.0543156057885687,0.0561628732125265,15.270214057736217,29.401523507628443,60,0.0,15,29.75539994239807
140,best1bin,20,8.238865593438891,11.44881620009037,0.1159083190009415,0.1174216633909812,10.53624774550562,20.46931929045775,60,0.0,15,30.166179180145264
141,best1bin,20,6.473955946288518,4.891451363536262,0.2729354933578249,0.1501176978132924,3.778711764745872,7.545383722140592,60,0.0,15,31.21743106842041
142,best1bin,20,10.68732153649789,9.491903373931407,0.8200319330948909,0.1306651604998193,2.3171215603578563,19.61030639194594,60,0.0,15,31.15630316734314
143,best1bin,20,5.0814465733947936,5.501921105695693,0.5332603787781248,0.1637998773918952,12.6477578326229,28.66259682863287,60,0.0,15,31.078989028930664
144,best1bin,20,9.125893890462008,8.809373949124826,0.5117721703463897,0.1822402834884284,4.269942853365377,28.45449534268557,60,0.0,15,31.178855180740356
145,best1bin,20,7.541373539085346,10.167473440916346,0.2842547700829256,0.0890750356420168,15.531360265149852,29.48840263250137,60,0.0,15,29.965548992156982
146,best1bin,20,10.496949892393967,10.424833756028889,0.3471784457295501,0.169589124692442,5.062767446779751,23.76896765210443,60,0.0,15,30.607654809951782
147,best1bin,20,8.885501794066702,6.740461337282213,0.3235905875401512,0.2080070221001932,7.878322665034479,29.106979374459463,60,0.0,15,30.44564414024353
148,best1bin,20,2.20972608330497,16.65783104832132,0.0663263089646727,0.0613775135332,6.968909136819947,28.02714727116743,60,0.0,15,29.976677894592285
149,best1exp,20,0.9718088766361744,3.912410834751,0.6266071995989756,0.1912849781993745,5.405289118020149,22.537929272544325,60,0.0,15,29.882009983062744
150,best1exp,20,1.0643852675683938,7.552632400686448,0.2226094329169168,0.0854403227891663,2.4442198805008584,6.311073235608699,60,0.0,15,29.97524380683899
151,best1exp,20,11.34237312850739,12.927840849874634,0.3583119661202936,0.1006571425199568,2.1125787280279553,21.377917224308273,60,0.0,15,30.034782886505127
152,best1exp,20,1.627498692253445,13.643883692506256,0.4531658492569726,0.0982456405795303,6.043114077635055,28.513316452278236,60,0.0,15,30.257396936416622
153,best1exp,20,10.641482029892764,10.45960915063634,0.1382750671899726,0.1387373553170147,11.06717725508634,23.9208029679142,60,0.0,15,30.023133039474487
154,best1exp,20,17.391816933068096,14.290128283985313,0.2988626934443378,0.1301079843017981,1.9294206853784903,28.94794368681366,60,0.0,15,30.82079815864563
155,best1exp,20,6.562847228923042,8.560271526133675,0.2483071883255459,0.1231601564355788,17.432495972228512,26.229688904961737,60,0.0,15,31.267417907714844
156,best1exp,20,8.9477091437871,9.934232023027429,0.2252147727030226,0.0770216648499679,9.05685075959398,21.430549560703632,60,0.0,15,29.950345993041992
157,best1exp,20,10.955624286649131,8.762095251965413,0.2915397890811954,0.1383104261113056,10.150056978151817,28.90771989438779,60,0.0,15,29.83942222595215
158,best1exp,20,10.419287806054673,7.202892528228567,0.4099808576118595,0.1021275392690411,6.014215091717428,20.948558216204347,60,0.0,15,29.85984516143799
159,best1exp,20,10.37119501905422,10.135658587602322,0.1974764470603454,0.1147661524905337,13.217542733505825,27.16907837468552,60,0.0,15,29.91377019882202
160,best1exp,20,7.642148997147507,10.410552533283235,0.8601708787740133,0.0572131756742995,1.9866351673375071,17.861737527279537,60,0.0,15,29.905292987823486
161,best1exp,20,12.762041948065384,9.89723627138418,0.7456718990094399,0.0546763562187213,3.7410744297944296,24.076421872907368,60,0.0,15,30.112024068832397
162,best1exp,20,1.9916095885393472,6.626683034124362,0.2091223222251799,0.2068505160075679,5.345687060653991,10.41687780643915,60,0.0,15,30.699772119522095
163,best1exp,20,9.363147203292186,6.588063046233572,0.5428601701257317,0.0501491739126321,2.474213807882201,11.33190424405774,60,0.0,15,30.165337085723877
164,best1exp,20,7.989271890378752,9.443546251530222,0.8405402379519064,0.0411741469755609,2.613390432219614,17.78328584455681,60,0.0,15,29.83387517929077
165,best1exp,20,5.566568321715563,9.879367398230997,0.3048797408349755,0.0834905050832404,9.271980626942986,21.08598571022719,60,0.0,15,29.95105814933777
166,best1exp,20,8.100904507767511,6.975655429566103,0.2748954004492286,0.2075406286309594,11.423815956198156,28.456047116050417,60,0.0,15,30.324503183364868
167,best1exp,20,9.476910967478732,10.319677919770854,0.3100354146507995,0.0788767115090869,10.26556852600986,26.643864601379757,60,0.0,15,29.95553708076477
168,best1exp,20,1.1626567181229124,8.685650893280588,0.3263517945009944,0.1562907044097462,7.184995866782755,17.30723788211322,60,0.0,15,30.10125994682312
169,randtobest1bin,20,14.198348813387264,3.5305403206027464,0.6819047492414356,0.2516950141749802,2.8833022007229,29.421088034750017,60,0.0,15,30.064943075180057
170,randtobest1bin,20,8.840393050426274,12.084356484615014,0.3578158311087888,0.0635983450257771,9.17093526875871,28.10966234529903,60,0.0,15,30.06068706512451
171,randtobest1bin,20,8.76571162118514,12.02806963139097,0.1532831093455236,0.1453967018068604,7.692369606955898,23.25581527450587,60,0.0,15,30.075380086898804
172,randtobest1bin,20,10.356910333811069,3.780906517884411,0.8394898405114405,0.1404139774709152,5.358376105054476,23.021638906733788,60,0.0,15,28.8296320438385
173,randtobest1bin,20,9.375613978475146,4.623328080264827,0.3725672621381297,0.2069269661492314,7.603563841722272,26.417250698261206,60,0.0,15,26.106961011886597
174,randtobest1bin,20,2.6349618110084565,9.625878078195171,0.5010291470655819,0.0521383476610632,7.109907343797542,21.85433681702115,60,0.0,15,25.945142030715942
175,randtobest1bin,20,8.43206693531555,8.891989158016791,0.3894301304165588,0.143068403927188,9.61964291926023,26.56416596833469,60,0.0,15,25.762522220611572
176,randtobest1bin,20,11.946528670572905,4.806094401137372,0.4652486954128445,0.1642761693126588,6.96088230886267,29.133091484851693,60,0.0,15,25.72133183479309
