,a,b,c,ep_delta,ep_eta,ep_alpha,ep_beta,ep_ujump,ep_input,ip_delta,ip_eta,ip_alpha,ip_beta,ip_ujump,ip_input,cp_ee,cp_ii,cp_ie,cp_ei,sp_ge,sp_gi,sp_sejump,sp_sijump,sp_reve,sp_revi,sp_tause,sp_tausi,f_target,fmax_MPR_exc,fmax_SNN_exc,error_freq_exc,fmax_MPR_inh,fmax_SNN_inh,error_freq_inh,parameter_set_file,param_ID,fitness
0,0.04,5.0,140.0,0.616875570975554,11.76132349117006,0.02,0.2,8,0,0.946916841707123,9.677008256734156,0.1,0.2,2,0,0.8,0.2,0.2,0.8,17.54882103690427,7.636924992444107,0.8,1.2,0,-80,5,5,10,9.999954693319076,9.0,9.999546933190755,9.999954693319076,9.0,9.999546933190755,optimized_frequencies,20,0.0
1,0.04,5.0,140.0,0.6821846416052479,6.763390050516669,0.02,0.2,8,0,0.8046538108971244,0.5940313118381866,0.1,0.2,2,0,0.8,0.2,0.2,0.8,5.969783849331352,4.700364328096136,0.8,1.2,0,-80,5,5,10,9.999917390873344,11.0,-10.000826091266577,9.999917390873344,11.0,-10.000826091266577,optimized_frequencies,21,0.0
2,0.04,5.0,140.0,0.5327487072689888,15.655932674538658,0.02,0.2,8,0,0.7464561609019338,13.523277748151983,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.985472897999423,7.598410295235843,0.8,1.2,0,-80,5,5,10,9.999922553263993,12.0,-20.00077446736007,9.999922553263993,12.0,-20.00077446736007,optimized_frequencies,22,0.0
3,0.04,5.0,140.0,0.1018016531905137,15.29402354870798,0.02,0.2,8,0,0.911498583941544,8.8489193463206,0.1,0.2,2,0,0.8,0.2,0.2,0.8,17.492378411082058,27.946651546210845,0.8,1.2,0,-80,5,5,10,9.999984319259868,8.0,19.99984319259868,9.999984319259868,8.0,19.99984319259868,optimized_frequencies,23,0.0
4,0.04,5.0,140.0,0.3098665683877013,5.958092928722336,0.02,0.2,8,0,0.556513214819208,1.3604374761402411,0.1,0.2,2,0,0.8,0.2,0.2,0.8,16.85718023764662,12.84799243776385,0.8,1.2,0,-80,5,5,10,9.999973537202724,9.0,9.99973537202724,9.999973537202724,9.0,9.99973537202724,optimized_frequencies,24,0.0
5,0.04,5.0,140.0,0.3472576995849422,17.32556591828293,0.02,0.2,8,0,0.8637291856814905,12.048779245253073,0.1,0.2,2,0,0.8,0.2,0.2,0.8,4.37258992005532,3.701501138140325,0.8,1.2,0,-80,5,5,10,9.999896793370006,11.0,-10.001032066299942,9.999896793370006,11.0,-10.001032066299942,optimized_frequencies,25,0.0
6,0.04,5.0,140.0,0.2858895031883215,6.183542166217521,0.02,0.2,8,0,0.9265684263340422,2.360434518171836,0.1,0.2,2,0,0.8,0.2,0.2,0.8,16.610892068325555,27.31054366320231,0.8,1.2,0,-80,5,5,10,9.999963921840274,8.0,19.999639218402745,9.999963921840274,8.0,19.999639218402745,optimized_frequencies,26,0.0
7,0.04,5.0,140.0,0.3711137999908763,7.665358535719545,0.02,0.2,8,0,0.6996208224178595,4.818082615132333,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.010180979596944,11.27341069081471,0.8,1.2,0,-80,5,5,10,9.999932894012804,12.0,-20.000671059871955,9.999932894012804,12.0,-20.000671059871955,optimized_frequencies,27,0.0
8,0.04,5.0,140.0,0.5418593998863653,12.020041085288993,0.02,0.2,8,0,0.7779594242123368,8.33804367064947,0.1,0.2,2,0,0.8,0.2,0.2,0.8,18.962650016195223,11.480619525741336,0.8,1.2,0,-80,5,5,10,9.999956060759182,9.0,9.999560607591818,9.999956060759182,9.0,9.999560607591818,optimized_frequencies,28,0.0
9,0.04,5.0,140.0,0.5592949250702793,9.659603815566308,0.02,0.2,8,0,0.925137403629137,1.1631347599284825,0.1,0.2,2,0,0.8,0.2,0.2,0.8,8.797615135862424,5.167455434507737,0.8,1.2,0,-80,5,5,10,9.999929068456034,11.0,-10.000709315439664,9.999929068456034,11.0,-10.000709315439664,optimized_frequencies,29,0.0
