,a,b,c,ep_delta,ep_eta,ep_alpha,ep_beta,ep_ujump,ep_input,ip_delta,ip_eta,ip_alpha,ip_beta,ip_ujump,ip_input,cp_ee,cp_ii,cp_ie,cp_ei,sp_ge,sp_gi,sp_sejump,sp_sijump,sp_reve,sp_revi,sp_tause,sp_tausi,f_target,fmax_MPR_exc,fmax_SNN_exc,error_freq_exc,fmax_MPR_inh,fmax_SNN_inh,error_freq_inh,parameter_set_file,param_ID,fitness,fitness.1,fitness.2,fitness.3,fitness.4,fitness
30,0.04,5.0,140.0,0.0543156057885687,14.023598757018792,0.02,0.2,8,0,0.0561628732125265,16.421669094360347,0.1,0.2,2,0,0.8,0.2,0.2,0.8,15.270214057736217,29.401523507628443,0.8,1.2,0,-80,5,5,60,60.0,61.0,-1.6666666666666667,60.0,61.0,-1.6666666666666667,optimized_frequencies,139,0.0,0.0,0.0,0.0,0.0,0.0
31,0.04,5.0,140.0,0.1159083190009415,8.238865593438891,0.02,0.2,8,0,0.1174216633909812,11.44881620009037,0.1,0.2,2,0,0.8,0.2,0.2,0.8,10.53624774550562,20.46931929045775,0.8,1.2,0,-80,5,5,60,59.99986051798969,63.0,-5.000232470017186,59.99986051798969,63.0,-5.000232470017186,optimized_frequencies,140,0.0,0.0,0.0,0.0,0.0,0.0
32,0.04,5.0,140.0,0.2729354933578249,6.473955946288518,0.02,0.2,8,0,0.1501176978132924,4.891451363536262,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.778711764745872,7.545383722140592,0.8,1.2,0,-80,5,5,60,59.99966906411331,9.0,84.99944844018886,59.99966906411331,44.0,26.66611510685552,optimized_frequencies,141,0.0,0.0,0.0,0.0,0.0,0.0
33,0.04,5.0,140.0,0.8200319330948909,10.68732153649789,0.02,0.2,8,0,0.1306651604998193,9.491903373931407,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.3171215603578563,19.61030639194594,0.8,1.2,0,-80,5,5,60,59.999708874947224,65.0,-8.333818541754628,59.999708874947224,65.0,-8.333818541754628,optimized_frequencies,142,0.0,0.0,0.0,0.0,0.0,0.0
34,0.04,5.0,140.0,0.5332603787781248,5.0814465733947936,0.02,0.2,8,0,0.1637998773918952,5.501921105695693,0.1,0.2,2,0,0.8,0.2,0.2,0.8,12.6477578326229,28.66259682863287,0.8,1.2,0,-80,5,5,60,59.99979020758959,7.0,88.33298367931597,59.99979020758959,54.0,9.999650345982651,optimized_frequencies,143,0.0,0.0,0.0,0.0,0.0,0.0
35,0.04,5.0,140.0,0.5117721703463897,9.125893890462008,0.02,0.2,8,0,0.1822402834884284,8.809373949124826,0.1,0.2,2,0,0.8,0.2,0.2,0.8,4.269942853365377,28.45449534268557,0.8,1.2,0,-80,5,5,60,59.99978500711268,9.0,84.99964167852113,59.99978500711268,55.0,8.332975011854463,optimized_frequencies,144,0.0,0.0,0.0,0.0,0.0,0.0
36,0.04,5.0,140.0,0.2842547700829256,7.541373539085346,0.02,0.2,8,0,0.0890750356420168,10.167473440916346,0.1,0.2,2,0,0.8,0.2,0.2,0.8,15.531360265149852,29.48840263250137,0.8,1.2,0,-80,5,5,60,59.99991669825192,59.0,1.6665278304198596,59.99991669825192,59.0,1.6665278304198596,optimized_frequencies,145,0.0,0.0,0.0,0.0,0.0,0.0
37,0.04,5.0,140.0,0.3471784457295501,10.496949892393967,0.02,0.2,8,0,0.169589124692442,10.424833756028889,0.1,0.2,2,0,0.8,0.2,0.2,0.8,5.062767446779751,23.76896765210443,0.8,1.2,0,-80,5,5,60,59.99975072601049,17.0,71.66625121001748,59.99975072601049,60.0,-0.0004154566491839,optimized_frequencies,146,0.0,0.0,0.0,0.0,0.0,0.0
38,0.04,5.0,140.0,0.3235905875401512,8.885501794066702,0.02,0.2,8,0,0.2080070221001932,6.740461337282213,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.878322665034479,29.106979374459463,0.8,1.2,0,-80,5,5,60,59.99979050206181,51.0,14.99965083676969,59.99979050206181,51.0,14.99965083676969,optimized_frequencies,147,0.0,0.0,0.0,0.0,0.0,0.0
39,0.04,5.0,140.0,0.0663263089646727,2.20972608330497,0.02,0.2,8,0,0.0613775135332,16.65783104832132,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.968909136819947,28.02714727116743,0.8,1.2,0,-80,5,5,60,59.99994341229518,62.0,-3.3334276461746986,59.99994341229518,62.0,-3.3334276461746986,optimized_frequencies,148,0.0,0.0,0.0,0.0,0.0,0.0
