,a,b,c,ep_delta,ep_eta,ep_alpha,ep_beta,ep_ujump,ep_input,ip_delta,ip_eta,ip_alpha,ip_beta,ip_ujump,ip_input,cp_ee,cp_ii,cp_ie,cp_ei,sp_ge,sp_gi,sp_sejump,sp_sijump,sp_reve,sp_revi,sp_tause,sp_tausi,f_target,fmax_MPR_exc,fmax_SNN_exc,error_freq_exc,fmax_MPR_inh,fmax_SNN_inh,error_freq_inh,parameter_set_file,param_ID,fitness,fitness.1,fitness.2,fitness.3,fitness.4,fitness
53,0.04,5.0,140.0,0.2091223222251799,1.9916095885393472,0.02,0.2,8,0,0.2068505160075679,6.626683034124362,0.1,0.2,2,0,0.8,0.2,0.2,0.8,5.345687060653991,10.41687780643915,0.8,1.2,0,-80,5,5,60,59.99968749999999,54.0,9.999479166666656,59.99968749999999,54.0,9.999479166666656,optimized_frequencies,162,0.0,0.0,0.0,0.0,0.0,0.0
54,0.04,5.0,140.0,0.5428601701257317,9.363147203292186,0.02,0.2,8,0,0.0501491739126321,6.588063046233572,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.474213807882201,11.33190424405774,0.8,1.2,0,-80,5,5,60,59.999571960563294,15.0,74.99928660093882,59.999571960563294,55.0,8.332619934272158,optimized_frequencies,163,0.0,0.0,0.0,0.0,0.0,0.0
55,0.04,5.0,140.0,0.8405402379519064,7.989271890378752,0.02,0.2,8,0,0.0411741469755609,9.443546251530222,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.613390432219614,17.78328584455681,0.8,1.2,0,-80,5,5,60,59.999687670805024,57.0,4.999479451341706,59.999687670805024,57.0,4.999479451341706,optimized_frequencies,164,0.0,0.0,0.0,0.0,0.0,0.0
56,0.04,5.0,140.0,0.3048797408349755,5.566568321715563,0.02,0.2,8,0,0.0834905050832404,9.879367398230997,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.271980626942986,21.08598571022719,0.8,1.2,0,-80,5,5,60,59.99987704842449,60.0,-0.0002049192925213,59.99987704842449,59.0,1.6664617473741452,optimized_frequencies,165,0.0,0.0,0.0,0.0,0.0,0.0
57,0.04,5.0,140.0,0.2748954004492286,8.100904507767511,0.02,0.2,8,0,0.2075406286309594,6.975655429566103,0.1,0.2,2,0,0.8,0.2,0.2,0.8,11.423815956198156,28.456047116050417,0.8,1.2,0,-80,5,5,60,59.99978776237876,10.0,83.3329796039646,59.99978776237876,10.0,83.3329796039646,optimized_frequencies,166,0.0,0.0,0.0,0.0,0.0,0.0
58,0.04,5.0,140.0,0.3100354146507995,9.476910967478732,0.02,0.2,8,0,0.0788767115090869,10.319677919770854,0.1,0.2,2,0,0.8,0.2,0.2,0.8,10.26556852600986,26.64386460137976,0.8,1.2,0,-80,5,5,60,59.99984873847892,5.0,91.66641456413151,59.99984873847892,60.0,-0.000252102535138,optimized_frequencies,167,0.0,0.0,0.0,0.0,0.0,0.0
59,0.04,5.0,140.0,0.3263517945009944,1.1626567181229124,0.02,0.2,8,0,0.1562907044097462,8.685650893280588,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.184995866782755,17.30723788211322,0.8,1.2,0,-80,5,5,60,59.99978185149904,59.0,1.6663030858317402,59.99978185149904,59.0,1.6663030858317402,optimized_frequencies,168,0.0,0.0,0.0,0.0,0.0,0.0
60,0.04,5.0,140.0,0.6819047492414356,14.198348813387264,0.02,0.2,8,0,0.2516950141749802,3.5305403206027464,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.8833022007229,29.421088034750017,0.8,1.2,0,-80,5,5,60,59.999790513033574,38.0,36.666317521722625,59.999790513033574,38.0,36.666317521722625,optimized_frequencies,169,0.0,0.0,0.0,0.0,0.0,0.0
61,0.04,5.0,140.0,0.3578158311087888,8.840393050426274,0.02,0.2,8,0,0.0635983450257771,12.084356484615014,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.17093526875871,28.10966234529903,0.8,1.2,0,-80,5,5,60,59.99993826080693,59.0,1.666563768011547,59.99993826080693,59.0,1.666563768011547,optimized_frequencies,170,0.0,0.0,0.0,0.0,0.0,0.0
62,0.04,5.0,140.0,0.1532831093455236,8.76571162118514,0.02,0.2,8,0,0.1453967018068604,12.02806963139097,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.692369606955898,23.25581527450587,0.8,1.2,0,-80,5,5,60,59.99974751512806,63.0,-5.000420808119905,59.99974751512806,63.0,-5.000420808119905,optimized_frequencies,171,0.0,0.0,0.0,0.0,0.0,0.0
63,0.04,5.0,140.0,0.8394898405114405,10.356910333811069,0.02,0.2,8,0,0.1404139774709152,3.780906517884411,0.1,0.2,2,0,0.8,0.2,0.2,0.8,5.358376105054476,23.021638906733788,0.8,1.2,0,-80,5,5,60,59.99974626373348,50.0,16.666243772889132,59.99974626373348,50.0,16.666243772889132,optimized_frequencies,172,0.0,0.0,0.0,0.0,0.0,0.0
64,0.04,5.0,140.0,0.3725672621381297,9.375613978475146,0.02,0.2,8,0,0.2069269661492314,4.623328080264827,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.603563841722272,26.417250698261206,0.8,1.2,0,-80,5,5,60,59.99977350712887,17.0,71.66628917854811,59.99977350712887,17.0,71.66628917854811,optimized_frequencies,173,0.0,0.0,0.0,0.0,0.0,0.0
65,0.04,5.0,140.0,0.5010291470655819,2.6349618110084565,0.02,0.2,8,0,0.0521383476610632,9.625878078195171,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.109907343797542,21.85433681702115,0.8,1.2,0,-80,5,5,60,59.99989599457785,57.0,4.999826657629747,59.99989599457785,57.0,4.999826657629747,optimized_frequencies,174,0.0,0.0,0.0,0.0,0.0,0.0
66,0.04,5.0,140.0,0.3894301304165588,8.43206693531555,0.02,0.2,8,0,0.143068403927188,8.891989158016791,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.61964291926023,26.56416596833469,0.8,1.2,0,-80,5,5,60,59.999774506451,14.0,76.666290844085,59.999774506451,60.0,-0.0003758225816715,optimized_frequencies,175,0.0,0.0,0.0,0.0,0.0,0.0
67,0.04,5.0,140.0,0.4652486954128445,11.946528670572905,0.02,0.2,8,0,0.1642761693126588,4.806094401137372,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.96088230886267,29.133091484851693,0.8,1.2,0,-80,5,5,60,59.99979018264601,47.0,21.66631697107668,59.99979018264601,45.0,24.999650304410014,optimized_frequencies,176,0.0,0.0,0.0,0.0,0.0,0.0
68,0.04,5.0,140.0,0.1219835358107095,4.08545641359317,0.02,0.2,8,0,0.1436817235957306,9.763095794786976,0.1,0.2,2,0,0.8,0.2,0.2,0.8,12.967388773905016,18.658286085863452,0.8,1.2,0,-80,5,5,60,59.99987161875906,60.0,-0.0002139687349019,59.99987161875906,60.0,-0.0002139687349019,optimized_frequencies,177,0.0,0.0,0.0,0.0,0.0,0.0
69,0.04,5.0,140.0,0.7272565377964156,12.315688698787186,0.02,0.2,8,0,0.3147264789074258,4.558725914863494,0.1,0.2,2,0,0.8,0.2,0.2,0.8,1.513114083270121,14.660058702751362,0.8,1.2,0,-80,5,5,60,59.999639685084766,40.0,33.33273280847461,59.999639685084766,40.0,33.33273280847461,optimized_frequencies,178,0.0,0.0,0.0,0.0,0.0,0.0
70,0.04,5.0,140.0,0.8397406239395463,4.801373278990074,0.02,0.2,8,0,0.1971828932437052,4.753807469604368,0.1,0.2,2,0,0.8,0.2,0.2,0.8,5.318614668840124,18.98933015242525,0.8,1.2,0,-80,5,5,60,59.99970721566983,8.0,86.66617869278305,59.99970721566983,54.0,9.99951202611638,optimized_frequencies,179,0.0,0.0,0.0,0.0,0.0,0.0
71,0.04,5.0,140.0,0.176908866891191,6.728787233979928,0.02,0.2,8,0,0.1739464411677146,7.530751086456256,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.668207545944838,15.748529117947347,0.8,1.2,0,-80,5,5,60,59.999818141037686,56.0,6.666363568396143,59.999818141037686,56.0,6.666363568396143,optimized_frequencies,180,0.0,0.0,0.0,0.0,0.0,0.0
72,0.04,5.0,140.0,0.5656712593972394,3.1829986766849,0.02,0.2,8,0,0.1320972921370761,10.8248748624209,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.283282492516601,26.03654277068746,0.8,1.2,0,-80,5,5,60,59.99977037360215,61.0,-1.667049377329744,59.99977037360215,61.0,-1.667049377329744,optimized_frequencies,181,0.0,0.0,0.0,0.0,0.0,0.0
73,0.04,5.0,140.0,0.5868902158068661,1.3630873162279489,0.02,0.2,8,0,0.0857488972795528,10.105792689574509,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.894241216148651,16.9102089242327,0.8,1.2,0,-80,5,5,60,58.99968390034825,61.0,-3.3338601660862466,58.99968390034825,61.0,-3.3338601660862466,optimized_frequencies,182,0.0,0.0,0.0,0.0,0.0,0.0
74,0.04,5.0,140.0,0.3719269875388845,2.519193642634206,0.02,0.2,8,0,0.0493751996571683,13.17314879124475,0.1,0.2,2,0,0.8,0.2,0.2,0.8,4.028872103591647,23.07233313567998,0.8,1.2,0,-80,5,5,60,59.999745721768754,60.0,-0.0004237970520766,59.999745721768754,60.0,-0.0004237970520766,optimized_frequencies,183,0.0,0.0,0.0,0.0,0.0,0.0
75,0.04,5.0,140.0,0.3138932067576357,7.402354335689646,0.02,0.2,8,0,0.1380581005796172,3.962262345233029,0.1,0.2,2,0,0.8,0.2,0.2,0.8,8.748105617961262,21.19233439964391,0.8,1.2,0,-80,5,5,60,59.9997598857056,27.0,54.999599809509334,59.9997598857056,13.0,78.33293314284266,optimized_frequencies,184,0.0,0.0,0.0,0.0,0.0,0.0
76,0.04,5.0,140.0,0.5258758257145943,3.882339059502426,0.02,0.2,8,0,0.1981260757284068,7.111662690304627,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.6119293616937,27.949055133450884,0.8,1.2,0,-80,5,5,60,59.99978485447198,55.0,8.332974757453306,59.99978485447198,55.0,8.332974757453306,optimized_frequencies,185,0.0,0.0,0.0,0.0,0.0,0.0
77,0.04,5.0,140.0,0.3605395883822621,2.1217420217685863,0.02,0.2,8,0,0.2717477833613654,3.3689360538769293,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.955625356166909,20.080060591093527,0.8,1.2,0,-80,5,5,60,59.99972306328927,18.0,69.99953843881545,59.99972306328927,18.0,69.99953843881545,optimized_frequencies,186,0.0,0.0,0.0,0.0,0.0,0.0
78,0.04,5.0,140.0,0.528987917100871,4.030805434622597,0.02,0.2,8,0,0.0897724423985949,11.299987092773373,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.266322588374037,24.411953647129156,0.8,1.2,0,-80,5,5,60,59.99977320234509,61.0,-1.6670446627581843,59.99977320234509,61.0,-1.6670446627581843,optimized_frequencies,187,0.0,0.0,0.0,0.0,0.0,0.0
79,0.04,5.0,140.0,0.2455869909240895,3.765716798513456,0.02,0.2,8,0,0.1240287863979578,13.691114154299797,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.796428463504146,28.161179980434586,0.8,1.2,0,-80,5,5,60,59.99978405847697,64.0,-6.667026569205052,59.99978405847697,64.0,-6.667026569205052,optimized_frequencies,188,0.0,0.0,0.0,0.0,0.0,0.0
80,0.04,5.0,140.0,0.4390262864605705,5.775461263885861,0.02,0.2,8,0,0.1418146934990503,9.760687415738444,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.8368928504411537,25.05363496219011,0.8,1.2,0,-80,5,5,60,59.9997614854685,57.0,4.999602475780828,59.9997614854685,57.0,4.999602475780828,optimized_frequencies,189,0.0,0.0,0.0,0.0,0.0,0.0
81,0.04,5.0,140.0,0.140974320520368,10.24118867259978,0.02,0.2,8,0,0.0625273297595718,17.616020386575933,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.277818722640074,29.816565831187244,0.8,1.2,0,-80,5,5,60,59.99979111398909,62.0,-3.3336814766848493,59.99979111398909,62.0,-3.3336814766848493,optimized_frequencies,190,0.0,0.0,0.0,0.0,0.0,0.0
82,0.04,5.0,140.0,0.7758262343235395,3.110475705001856,0.02,0.2,8,0,0.1947536605353831,5.783242236823902,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.066555182292404,20.56605686920598,0.8,1.2,0,-80,5,5,60,59.99972498258224,52.0,13.332874970970392,59.99972498258224,105.0,-75.00045836236295,optimized_frequencies,191,0.0,0.0,0.0,0.0,0.0,0.0
83,0.04,5.0,140.0,0.1568916386812439,6.823365661048237,0.02,0.2,8,0,0.0751627995256034,15.671878244020682,0.1,0.2,2,0,0.8,0.2,0.2,0.8,10.738863813631434,29.340737823479355,0.8,1.2,0,-80,5,5,60,59.999857499447806,62.0,-3.333570834253656,59.999857499447806,62.0,-3.333570834253656,optimized_frequencies,192,0.0,0.0,0.0,0.0,0.0,0.0
84,0.04,5.0,140.0,0.5118941381983815,7.959946588839632,0.02,0.2,8,0,0.1163698646511555,10.236275883492157,0.1,0.2,2,0,0.8,0.2,0.2,0.8,4.581026572073526,21.87075621112032,0.8,1.2,0,-80,5,5,60,59.999734292243105,61.0,-1.6671095129281592,59.999734292243105,61.0,-1.6671095129281592,optimized_frequencies,193,0.0,0.0,0.0,0.0,0.0,0.0
85,0.04,5.0,140.0,0.0589770849787674,8.36854949436589,0.02,0.2,8,0,0.0921839561798178,12.82574159871767,0.1,0.2,2,0,0.8,0.2,0.2,0.8,11.589259544789554,20.076965181001786,0.8,1.2,0,-80,5,5,60,59.9999266343124,63.0,-5.000122276145997,59.9999266343124,63.0,-5.000122276145997,optimized_frequencies,194,0.0,0.0,0.0,0.0,0.0,0.0
86,0.04,5.0,140.0,0.297712464609249,2.39861848281022,0.02,0.2,8,0,0.2703223580580435,3.2760852371314755,0.1,0.2,2,0,0.8,0.2,0.2,0.8,16.54209323524339,25.01336862538685,0.8,1.2,0,-80,5,5,60,59.99976856941181,23.0,61.66628094901969,59.99976856941181,5.0,91.66628094901968,optimized_frequencies,195,0.0,0.0,0.0,0.0,0.0,0.0
87,0.04,5.0,140.0,0.4232487464299119,4.08704186861048,0.02,0.2,8,0,0.173705651977097,8.434697738419061,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.440207118887354,26.266605268887133,0.8,1.2,0,-80,5,5,60,59.99977341560864,56.0,6.6662890260144065,59.99977341560864,56.0,6.6662890260144065,optimized_frequencies,196,0.0,0.0,0.0,0.0,0.0,0.0
88,0.04,5.0,140.0,0.282328910551813,5.076329225613388,0.02,0.2,8,0,0.1625868103244899,7.1207483526451085,0.1,0.2,2,0,0.8,0.2,0.2,0.8,19.637642031603768,27.50553348031753,0.8,1.2,0,-80,5,5,60,59.99982972153796,54.0,9.999716202563262,59.99982972153796,54.0,9.999716202563262,optimized_frequencies,197,0.0,0.0,0.0,0.0,0.0,0.0
89,0.04,5.0,140.0,0.6537823227200085,15.074883591003251,0.02,0.2,8,0,0.2491856699932232,5.10536338004588,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.199711181667155,15.017426537163344,0.8,1.2,0,-80,5,5,60,59.99964469710429,48.0,19.999407828507145,59.99964469710429,95.0,-58.33392550482619,optimized_frequencies,198,0.0,0.0,0.0,0.0,0.0,0.0
90,0.04,5.0,140.0,0.2606388965885589,10.9003651752836,0.02,0.2,8,0,0.0670446877875439,12.722509301224411,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.951273446297394,26.37178572254749,0.8,1.2,0,-80,5,5,60,59.99986744051945,61.0,-1.6668875991342469,59.99986744051945,61.0,-1.6668875991342469,optimized_frequencies,199,0.0,0.0,0.0,0.0,0.0,0.0
91,0.04,5.0,140.0,0.1870409430809235,6.163866818994061,0.02,0.2,8,0,0.1708099928277833,9.44493699401415,0.1,0.2,2,0,0.8,0.2,0.2,0.8,11.081214360103289,20.544150361588343,0.8,1.2,0,-80,5,5,60,59.99984657125103,59.0,1.6664109520850443,59.99984657125103,59.0,1.6664109520850443,optimized_frequencies,200,0.0,0.0,0.0,0.0,0.0,0.0
92,0.04,5.0,140.0,0.632376732051819,9.329762532297172,0.02,0.2,8,0,0.0940197721087118,9.602902296393552,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.388617837725514,26.90072996853476,0.8,1.2,0,-80,5,5,60,59.99977536419081,8.0,86.66629227365135,59.99977536419081,117.0,-95.00037439301532,optimized_frequencies,201,0.0,0.0,0.0,0.0,0.0,0.0
93,0.04,5.0,140.0,0.6391703519392568,8.476593793993477,0.02,0.2,8,0,0.0489812076456596,5.728666108543024,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.6300210063471843,10.720376244827047,0.8,1.2,0,-80,5,5,60,59.99974312979223,68.0,-13.333761450346286,59.99974312979223,53.0,11.666238549653714,optimized_frequencies,202,0.0,0.0,0.0,0.0,0.0,0.0
94,0.04,5.0,140.0,0.6738942614476514,15.961403100464516,0.02,0.2,8,0,0.2983952431053979,3.874836857053331,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.30257746147734,17.711125037077792,0.8,1.2,0,-80,5,5,60,59.999685565902766,44.0,26.666142609837944,59.999685565902766,89.0,-48.33385739016205,optimized_frequencies,203,0.0,0.0,0.0,0.0,0.0,0.0
95,0.04,5.0,140.0,0.4650714608166492,2.392079660153863,0.02,0.2,8,0,0.2891663630187224,4.209341399691347,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.146264160897537,7.078606896456149,0.8,1.2,0,-80,5,5,60,59.99944617770311,48.0,19.99907696283852,59.99944617770311,48.0,19.99907696283852,optimized_frequencies,204,0.0,0.0,0.0,0.0,0.0,0.0
96,0.04,5.0,140.0,0.0890800454613036,11.041451270628253,0.02,0.2,8,0,0.1263656226540901,14.254857887265288,0.1,0.2,2,0,0.8,0.2,0.2,0.8,9.230494918093536,29.54157084647234,0.8,1.2,0,-80,5,5,60,59.999791703552496,64.0,-6.667013827412506,59.999791703552496,64.0,-6.667013827412506,optimized_frequencies,205,0.0,0.0,0.0,0.0,0.0,0.0
97,0.04,5.0,140.0,0.5365322709150133,2.065339752357179,0.02,0.2,8,0,0.1502959406772244,9.78585382701737,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.398198249601201,17.90991877523175,0.8,1.2,0,-80,5,5,60,59.999691435800656,61.0,-1.6671809403322395,59.999691435800656,61.0,-1.6671809403322395,optimized_frequencies,206,0.0,0.0,0.0,0.0,0.0,0.0
98,0.04,5.0,140.0,0.9315675012467854,5.211213092518949,0.02,0.2,8,0,0.2405140388168656,4.792610467043808,0.1,0.2,2,0,0.8,0.2,0.2,0.8,5.295311790412302,22.649333253753262,0.8,1.2,0,-80,5,5,60,59.99986502537523,9.0,84.99977504229204,59.99986502537523,56.0,6.666441708958715,optimized_frequencies,207,0.0,0.0,0.0,0.0,0.0,0.0
99,0.04,5.0,140.0,0.3167047164747178,7.043526181459561,0.02,0.2,8,0,0.1340431037930319,7.605671119377163,0.1,0.2,2,0,0.8,0.2,0.2,0.8,10.622502339804612,22.10302599479192,0.8,1.2,0,-80,5,5,60,59.99978551435446,10.0,83.33297585725742,59.99978551435446,59.0,1.6663091905907614,rand_init_optimization_results,15,0.0,0.0,0.0,0.0,0.0,0.0
100,0.04,5.0,140.0,0.2629671556805255,8.652110608877846,0.02,0.2,8,0,0.1172445182474364,12.432416010794022,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.086827446924368,29.17063727381369,0.8,1.2,0,-80,5,5,60,57.99979549958043,60.0,-3.333674167365951,57.99979549958043,60.0,-3.333674167365951,rand_init_optimization_results,16,4.0,4.0,4.0,4.0,4.0,4.0
101,0.04,5.0,140.0,0.9040981663505538,16.48650866540917,0.02,0.2,8,0,0.2302948503857569,4.035432919832083,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.824094335820963,26.14573566776781,0.8,1.2,0,-80,5,5,60,59.99976884848017,49.0,18.33294808080029,59.99976884848017,97.0,-61.667051919199714,rand_init_optimization_results,17,0.0,0.0,0.0,0.0,0.0,0.0
102,0.04,5.0,140.0,0.4194756915907666,9.695947808857634,0.02,0.2,8,0,0.1482686656127053,11.000335029935355,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.014016895862871,28.394966256317403,0.8,1.2,0,-80,5,5,60,59.99978370661965,58.0,3.3329728443660875,59.99978370661965,58.0,3.3329728443660875,rand_init_optimization_results,18,0.0,0.0,0.0,0.0,0.0,0.0
103,0.04,5.0,140.0,0.6264282068335225,5.536481488605995,0.02,0.2,8,0,0.392650589734176,1.9232383280708305,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.1114169299107024,11.728813548145416,0.8,1.2,0,-80,5,5,60,59.99958838137837,15.0,74.99931396896396,59.99958838137837,15.0,74.99931396896396,rand_init_optimization_results,19,0.25,0.25,0.25,0.25,0.25,0.25
104,0.04,5.0,140.0,0.7271096041451957,3.0368339241626847,0.02,0.2,8,0,0.2036245679115803,4.178130757924535,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.233650738840415,17.891531786939986,0.8,1.2,0,-80,5,5,60,59.99969541755714,52.0,13.332825695928568,59.99969541755714,52.0,13.332825695928568,rand_init_optimization_results,34,0.0,0.0,0.0,0.0,0.0,0.0
105,0.04,5.0,140.0,0.2184555242325573,3.7632744695676337,0.02,0.2,8,0,0.1193334591243091,6.883160515768921,0.1,0.2,2,0,0.8,0.2,0.2,0.8,8.367480954327208,12.3843617885297,0.8,1.2,0,-80,5,5,60,59.999855036397946,55.0,8.33309172732991,59.999855036397946,55.0,8.33309172732991,rand_init_optimization_results,35,0.0,0.0,0.0,0.0,0.0,0.0
106,0.04,5.0,140.0,0.2611006454091823,7.881352070433506,0.02,0.2,8,0,0.0767994861632053,6.607550956334869,0.1,0.2,2,0,0.8,0.2,0.2,0.8,4.535060801853451,11.44850659677678,0.8,1.2,0,-80,5,5,60,59.99984556898819,11.0,81.66640928164699,59.99984556898819,51.0,14.999742614980322,rand_init_optimization_results,36,0.0,0.0,0.0,0.0,0.0,0.0
107,0.04,5.0,140.0,0.5333320550477726,7.106237450056563,0.02,0.2,8,0,0.2619716795957746,1.7105534274978569,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.114305195553564,21.819078735485505,0.8,1.2,0,-80,5,5,60,59.999737719823585,92.0,-53.333770466960694,59.999737719823585,92.0,-53.333770466960694,rand_init_optimization_results,37,0.0,0.0,0.0,0.0,0.0,0.0
108,0.04,5.0,140.0,0.4525550797175287,11.164519686077927,0.02,0.2,8,0,0.0904997338942216,5.505669472582504,0.1,0.2,2,0,0.8,0.2,0.2,0.8,3.241234812495171,12.77146793573225,0.8,1.2,0,-80,5,5,60,59.99960516704725,56.0,6.666008611745417,59.99960516704725,112.0,-86.66732472158792,rand_init_optimization_results,38,0.0,0.0,0.0,0.0,0.0,0.0
109,0.04,5.0,140.0,0.7943340748886691,3.185256279148088,0.02,0.2,8,0,0.1214179797111598,2.0187430233270405,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.529310757069279,4.616756167000803,0.8,1.2,0,-80,5,5,60,59.99932213347192,8.0,86.66553688911986,59.99932213347192,8.0,86.66553688911986,rand_init_optimization_results,54,0.0,0.0,0.0,0.0,0.0,0.0
110,0.04,5.0,140.0,0.5250850013013505,11.294775489479555,0.02,0.2,8,0,0.1962453943717196,8.092944363534755,0.1,0.2,2,0,0.8,0.2,0.2,0.8,6.3923082994527975,29.46116786300005,0.8,1.2,0,-80,5,5,60,59.99979146899664,15.0,74.99965244832774,59.99979146899664,55.0,8.332985781661067,rand_init_optimization_results,55,0.0,0.0,0.0,0.0,0.0,0.0
111,0.04,5.0,140.0,0.2129351439175879,8.561532759228523,0.02,0.2,8,0,0.128978491148603,13.498567417140409,0.1,0.2,2,0,0.8,0.2,0.2,0.8,5.433362224162388,27.489803007546943,0.8,1.2,0,-80,5,5,60,59.99977835651355,64.0,-6.667036072477413,59.99977835651355,64.0,-6.667036072477413,rand_init_optimization_results,56,0.0,0.0,0.0,0.0,0.0,0.0
112,0.04,5.0,140.0,0.7827826185992035,12.417591912937898,0.02,0.2,8,0,0.1225791587543144,11.830328813334162,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.1960766459047747,23.64062699271044,0.8,1.2,0,-80,5,5,60,59.999747554433576,66.0,-10.000420742610707,59.999747554433576,66.0,-10.000420742610707,rand_init_optimization_results,57,0.0,0.0,0.0,0.0,0.0,0.0
113,0.04,5.0,140.0,0.2340077000518848,7.326339342675246,0.02,0.2,8,0,0.1626519065660596,8.691388839945802,0.1,0.2,2,0,0.8,0.2,0.2,0.8,18.283079330496168,28.96985176710817,0.8,1.2,0,-80,5,5,60,59.9998722246121,58.0,3.333120374353496,59.9998722246121,115.0,-91.6668796256465,rand_init_optimization_results,58,0.0,0.0,0.0,0.0,0.0,0.0
114,0.04,5.0,140.0,0.4267359838401688,16.856240815025956,0.02,0.2,8,0,0.1950549661352282,6.221170340783189,0.1,0.2,2,0,0.8,0.2,0.2,0.8,1.9680946478626653,27.00149491106849,0.8,1.2,0,-80,5,5,60,59.99977368055765,43.0,28.332956134262755,59.99977368055765,87.0,-45.00037719907058,rand_init_optimization_results,72,0.0,0.0,0.0,0.0,0.0,0.0
115,0.04,5.0,140.0,0.1043258926442088,1.351357197089193,0.02,0.2,8,0,0.1228268448521355,6.447367285362702,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.526723613157766,20.929365838165005,0.8,1.2,0,-80,5,5,60,59.99973962627692,50.0,16.666232710461536,59.99973962627692,50.0,16.666232710461536,rand_init_optimization_results,73,0.25,0.25,0.25,0.25,0.25,0.25
116,0.04,5.0,140.0,0.3849876071926479,2.4620507532086746,0.02,0.2,8,0,0.2162020516555076,3.32013114093688,0.1,0.2,2,0,0.8,0.2,0.2,0.8,8.573947918278101,26.744425824602,0.8,1.2,0,-80,5,5,60,59.999867445205155,19.0,68.33311240867526,59.999867445205155,19.0,68.33311240867526,rand_init_optimization_results,74,0.0,0.0,0.0,0.0,0.0,0.0
117,0.04,5.0,140.0,0.6650625861659389,2.77365935419943,0.02,0.2,8,0,0.1923936326178721,7.102459380358575,0.1,0.2,2,0,0.8,0.2,0.2,0.8,7.95584276114754,29.705006195091528,0.8,1.2,0,-80,5,5,60,59.99979502106159,55.0,8.332991701769311,59.99979502106159,55.0,8.332991701769311,rand_init_optimization_results,75,0.0,0.0,0.0,0.0,0.0,0.0
118,0.04,5.0,140.0,0.9790463646644912,3.614087651020115,0.02,0.2,8,0,0.1465063412994307,8.366356975622274,0.1,0.2,2,0,0.8,0.2,0.2,0.8,2.172321731863132,24.510737520499788,0.8,1.2,0,-80,5,5,60,59.99975785263719,55.0,8.332929754395314,59.99975785263719,109.0,-81.66707024560469,rand_init_optimization_results,90,0.0,0.0,0.0,0.0,0.0,0.0
119,0.04,5.0,140.0,0.976159973672564,9.878909006002088,0.02,0.2,8,0,0.0600119249909171,3.2259879787497,0.1,0.2,2,0,0.8,0.2,0.2,0.8,4.688776251430725,20.51779208409523,0.8,1.2,0,-80,5,5,60,59.99972244709148,50.0,16.666204078485798,59.99972244709148,50.0,16.666204078485798,rand_init_optimization_results,91,0.0,0.0,0.0,0.0,0.0,0.0
120,0.04,5.0,140.0,0.401867858295211,4.799310937524351,0.02,0.2,8,0,0.056542826370347,4.449689159544413,0.1,0.2,2,0,0.8,0.2,0.2,0.8,8.594286576731774,16.597391662077463,0.8,1.2,0,-80,5,5,60,59.99991608274241,9.0,84.99986013790402,59.99991608274241,46.0,23.333193471237347,rand_init_optimization_results,92,0.0,0.0,0.0,0.0,0.0,0.0
